Age,Gender,Education,Country,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,CNS_depressants,CNS_stimulants,Cannabis,Nicotine,Hallucinogens
1,1,2,UK,20.0,35.0,39.0,40.0,54.0,-1.37983,-0.84637,5,0,0,0,0,0
0,-1,2,UK,48.0,37.0,47.0,44.0,28.0,0.52975,-1.18084,4,0,0,0,2,0
0,1,2,UK,34.0,37.0,36.0,48.0,50.0,-1.37983,-0.52593,6,0,0,3,2,0
2,1,2,UK,28.0,48.0,47.0,36.0,49.0,-0.21712,1.2247,4,3,3,4,3,3
0,1,2,UK,52.0,29.0,45.0,48.0,44.0,-0.21712,-1.18084,2,0,0,0,0,0
1,1,2,UK,42.0,43.0,43.0,43.0,50.0,0.52975,0.07987,4,0,0,0,0,0
3,1,2,UK,38.0,33.0,38.0,43.0,48.0,-0.71126,-1.18084,6,0,0,0,0,0
0,1,2,UK,34.0,38.0,48.0,42.0,44.0,-1.37983,-0.52593,6,2,3,2,2,2
1,1,2,UK,21.0,46.0,45.0,52.0,50.0,-0.71126,-0.21575,4,0,0,0,0,0
0,1,2,UK,31.0,39.0,42.0,49.0,41.0,1.29221,1.2247,5,2,2,2,2,0
3,1,2,UK,28.0,40.0,49.0,45.0,49.0,0.19268,-0.52593,6,1,1,1,6,1
0,1,2,UK,46.0,41.0,41.0,45.0,45.0,-0.71126,-0.52593,6,0,0,0,0,0
2,1,2,UK,42.0,44.0,49.0,36.0,47.0,-0.21712,-0.21575,5,3,2,2,3,0
2,1,2,UK,58.0,43.0,35.0,41.0,51.0,-0.21712,-0.84637,6,1,1,2,6,1
1,1,2,UK,44.0,42.0,42.0,31.0,40.0,0.19268,0.07987,5,3,0,2,0,0
3,1,1,UK,31.0,37.0,46.0,44.0,39.0,1.86203,-0.84637,2,0,6,3,6,1
3,1,2,UK,39.0,34.0,47.0,47.0,36.0,-0.71126,-0.84637,5,1,0,0,0,0
0,1,2,UK,45.0,47.0,39.0,49.0,46.0,-1.37983,-1.18084,5,2,2,4,6,0
0,-1,2,UK,53.0,44.0,54.0,37.0,38.0,-0.21712,0.07987,6,2,2,3,6,0
2,-1,2,UK,46.0,34.0,45.0,41.0,42.0,-0.21712,-0.21575,1,0,0,1,1,1
2,1,2,UK,32.0,45.0,45.0,37.0,56.0,-0.71126,-0.52593,6,0,1,1,6,0
2,1,1,Australia,38.0,47.0,38.0,31.0,39.0,0.52975,0.7654,6,0,0,0,2,0
0,1,2,UK,21.0,52.0,45.0,50.0,53.0,0.19268,0.7654,6,0,0,0,0,0
2,-1,1,UK,48.0,31.0,34.0,36.0,37.0,1.86203,0.07987,6,1,1,3,6,1
4,1,1,USA,27.0,46.0,49.0,39.0,39.0,0.52975,-0.21575,5,2,0,4,0,0
2,1,2,UK,55.0,29.0,33.0,47.0,28.0,-0.71126,-1.54858,6,0,1,2,2,1
2,-1,0,UK,20.0,45.0,35.0,40.0,49.0,-0.21712,0.07987,5,0,0,0,6,2
1,1,2,UK,44.0,42.0,47.0,47.0,48.0,-0.71126,-0.52593,4,0,0,0,0,0
1,1,2,UK,46.0,45.0,41.0,51.0,41.0,-0.71126,-0.21575,4,0,0,2,1,0
3,1,2,UK,46.0,39.0,48.0,50.0,51.0,-1.37983,-1.54858,6,2,1,1,1,1
0,1,2,UK,34.0,45.0,50.0,44.0,47.0,-0.21712,-0.21575,5,2,0,2,2,0
2,1,1,UK,25.0,40.0,38.0,43.0,27.0,1.86203,-0.21575,6,1,2,2,2,1
0,-1,1,UK,27.0,50.0,49.0,41.0,37.0,0.88113,0.7654,6,4,5,5,6,2
2,1,1,UK,39.0,48.0,56.0,41.0,48.0,0.52975,0.07987,6,0,0,0,0,0
0,1,1,USA,42.0,40.0,42.0,46.0,39.0,-0.21712,1.2247,5,3,3,4,3,0
1,-1,2,UK,33.0,41.0,44.0,35.0,47.0,1.29221,0.40148,2,2,0,1,1,1
0,-1,1,UK,43.0,36.0,54.0,36.0,40.0,0.52975,0.40148,2,0,0,4,4,0
0,-1,1,UK,39.0,42.0,44.0,48.0,28.0,0.19268,0.7654,5,4,5,6,6,3
1,1,0,UK,31.0,50.0,49.0,49.0,43.0,-0.21712,0.07987,5,3,3,6,6,1
4,1,1,USA,24.0,39.0,48.0,37.0,45.0,0.52975,0.07987,2,1,1,6,0,1
2,-1,0,UK,30.0,40.0,42.0,39.0,46.0,-0.21712,0.40148,3,2,3,6,6,1
2,1,2,UK,40.0,37.0,44.0,32.0,52.0,-0.21712,-0.84637,6,1,0,1,2,0
2,1,1,USA,14.0,46.0,47.0,46.0,54.0,-0.71126,-0.21575,5,0,3,6,6,0
2,-1,0,UK,32.0,36.0,42.0,35.0,37.0,1.29221,0.7654,5,4,3,5,0,3
0,-1,0,UK,23.0,45.0,51.0,49.0,48.0,0.52975,1.2247,5,0,4,5,6,0
4,1,1,Canada,32.0,37.0,44.0,38.0,46.0,0.88113,1.2247,1,2,6,4,1,1
3,1,1,USA,36.0,41.0,42.0,46.0,44.0,-0.21712,-0.52593,5,2,2,6,3,2
0,-1,1,UK,41.0,39.0,48.0,43.0,35.0,0.52975,0.40148,4,2,2,6,6,3
3,1,2,UK,43.0,36.0,42.0,54.0,43.0,-0.71126,-1.18084,6,0,1,1,0,0
0,-1,1,USA,46.0,47.0,51.0,44.0,34.0,1.86203,1.2247,4,3,5,6,6,4
0,-1,1,USA,41.0,28.0,38.0,29.0,46.0,0.52975,1.2247,6,0,3,6,6,0
0,-1,1,USA,54.0,33.0,51.0,39.0,34.0,0.52975,0.7654,6,2,6,6,6,4
1,-1,2,USA,29.0,34.0,43.0,33.0,43.0,-0.71126,-0.21575,5,2,2,5,5,3
2,1,1,USA,40.0,42.0,48.0,49.0,45.0,-0.71126,-0.52593,5,5,2,5,5,1
4,1,2,USA,15.0,47.0,57.0,51.0,34.0,-0.71126,-0.52593,5,2,3,6,0,1
0,-1,2,UK,31.0,40.0,38.0,52.0,36.0,-0.21712,1.2247,5,0,0,4,3,0
3,-1,1,USA,35.0,40.0,52.0,55.0,41.0,-0.71126,0.07987,2,1,1,3,6,1
1,-1,2,UK,21.0,48.0,54.0,44.0,49.0,0.52975,1.92173,6,4,6,6,1,3
4,1,1,Canada,48.0,34.0,36.0,50.0,30.0,1.86203,-0.21575,4,1,3,5,1,4
1,-1,1,UK,27.0,46.0,52.0,44.0,37.0,0.19268,1.92173,6,2,3,6,6,1
1,-1,2,UK,29.0,42.0,42.0,51.0,46.0,0.52975,1.2247,5,0,3,5,6,2
2,-1,2,UK,25.0,41.0,45.0,41.0,39.0,-0.21712,-0.52593,1,1,5,6,1,2
1,1,2,UK,54.0,38.0,44.0,32.0,37.0,0.19268,0.07987,6,5,6,6,6,2
1,1,0,USA,33.0,44.0,41.0,37.0,44.0,1.29221,-0.21575,3,3,3,3,6,3
2,1,2,UK,37.0,39.0,43.0,48.0,40.0,0.88113,1.2247,6,1,1,2,6,1
3,1,1,USA,46.0,41.0,45.0,39.0,34.0,1.29221,1.2247,2,6,6,6,4,4
3,-1,1,Ireland,27.0,48.0,44.0,39.0,47.0,-0.71126,0.07987,3,3,5,6,6,2
1,1,2,UK,35.0,47.0,52.0,44.0,42.0,0.52975,0.07987,5,2,0,3,2,0
4,-1,2,UK,29.0,33.0,51.0,37.0,46.0,-1.37983,-0.84637,5,0,0,0,0,0
0,-1,0,UK,41.0,30.0,43.0,52.0,28.0,1.29221,0.40148,5,4,4,5,6,0
2,-1,2,UK,27.0,44.0,45.0,34.0,44.0,0.88113,0.40148,5,1,0,2,1,1
2,1,2,UK,34.0,43.0,44.0,45.0,52.0,-0.71126,-1.54858,5,0,0,1,0,0
3,1,2,UK,32.0,40.0,43.0,41.0,31.0,1.86203,-0.52593,6,1,1,1,2,1
2,1,2,UK,36.0,40.0,37.0,43.0,44.0,-1.37983,-0.21575,6,1,0,1,1,1
2,1,1,UK,32.0,36.0,42.0,37.0,44.0,-0.71126,-1.54858,6,0,2,2,2,2
2,-1,2,UK,35.0,37.0,40.0,40.0,45.0,-0.21712,-0.21575,6,2,1,2,2,1
2,-1,2,UK,21.0,33.0,35.0,54.0,46.0,-2.55524,-0.84637,5,2,4,5,5,2
1,1,2,UK,48.0,32.0,37.0,53.0,44.0,-1.37983,-1.54858,5,0,3,3,6,0
3,1,2,UK,31.0,43.0,50.0,45.0,41.0,-0.21712,-2.07848,5,1,0,0,6,0
2,1,2,UK,41.0,38.0,56.0,45.0,49.0,-1.37983,-2.07848,6,0,1,2,5,1
0,1,2,UK,40.0,39.0,44.0,56.0,49.0,-1.37983,-0.52593,5,0,0,0,0,0
0,1,2,UK,48.0,37.0,37.0,37.0,47.0,-1.37983,-2.07848,5,2,0,2,0,0
1,1,2,UK,29.0,51.0,49.0,44.0,44.0,-0.71126,0.07987,5,2,3,3,5,2
2,1,2,UK,48.0,41.0,46.0,36.0,37.0,-0.21712,1.2247,6,6,5,5,6,2
2,-1,2,UK,28.0,38.0,45.0,50.0,38.0,-0.71126,0.07987,5,2,2,3,1,2
3,1,2,UK,29.0,42.0,43.0,46.0,42.0,0.19268,-0.21575,4,0,0,1,0,0
2,1,1,Canada,32.0,41.0,39.0,48.0,45.0,-1.37983,-1.18084,4,0,0,0,0,0
0,1,2,UK,33.0,36.0,36.0,42.0,52.0,-0.71126,0.07987,5,0,0,0,0,0
1,-1,0,UK,33.0,51.0,52.0,51.0,45.0,0.52975,1.92173,5,3,4,6,6,2
3,-1,2,UK,34.0,35.0,49.0,44.0,41.0,-0.21712,-0.52593,5,0,0,1,2,0
2,-1,2,UK,29.0,46.0,52.0,56.0,53.0,-0.21712,0.40148,5,1,4,1,1,1
1,1,2,UK,26.0,44.0,44.0,51.0,50.0,-0.71126,0.40148,5,0,0,4,6,0
1,-1,1,UK,38.0,38.0,34.0,47.0,37.0,-0.21712,0.07987,5,3,5,4,3,0
3,-1,2,UK,36.0,38.0,44.0,38.0,39.0,1.29221,-0.52593,5,0,0,1,0,0
0,1,2,UK,31.0,39.0,44.0,42.0,47.0,-0.21712,-0.52593,5,0,0,0,2,0
0,-1,1,USA,23.0,49.0,53.0,32.0,48.0,-0.71126,0.40148,6,3,4,5,6,3
2,1,2,USA,47.0,41.0,53.0,55.0,34.0,1.29221,1.92173,6,3,4,6,6,1
1,1,2,UK,34.0,45.0,37.0,43.0,54.0,0.19268,-1.18084,5,1,2,2,2,1
3,1,2,UK,31.0,53.0,59.0,53.0,43.0,1.29221,0.40148,5,4,5,5,6,2
1,-1,2,UK,42.0,43.0,49.0,47.0,34.0,0.19268,-1.18084,5,2,2,2,1,0
0,-1,1,Australia,46.0,48.0,54.0,39.0,34.0,0.19268,0.40148,5,4,5,6,6,5
0,-1,1,USA,29.0,44.0,46.0,44.0,42.0,1.29221,0.40148,6,0,3,3,2,3
2,1,0,UK,32.0,46.0,41.0,46.0,49.0,-0.71126,-0.84637,5,1,3,1,2,1
3,-1,1,Canada,48.0,36.0,48.0,35.0,33.0,1.29221,0.40148,4,0,3,6,6,5
3,-1,1,UK,47.0,30.0,55.0,40.0,31.0,1.86203,1.92173,5,1,2,4,6,1
0,-1,2,UK,42.0,41.0,49.0,41.0,38.0,0.88113,0.07987,5,0,0,3,4,0
1,-1,2,Ireland,28.0,49.0,57.0,37.0,39.0,1.29221,0.40148,5,2,5,6,6,2
1,1,2,UK,24.0,43.0,46.0,50.0,43.0,-1.37983,-1.54858,6,0,0,0,0,0
0,1,2,UK,33.0,32.0,41.0,42.0,51.0,-1.37983,-0.84637,6,0,3,2,5,0
1,1,2,UK,36.0,41.0,48.0,55.0,53.0,0.52975,-1.18084,5,0,0,2,2,0
1,1,2,UK,48.0,31.0,44.0,34.0,31.0,-0.21712,-0.52593,6,3,1,3,6,1
0,-1,2,UK,32.0,37.0,50.0,45.0,38.0,0.52975,0.7654,5,0,3,3,4,2
1,1,2,UK,47.0,37.0,47.0,45.0,40.0,-0.71126,-0.21575,6,2,2,2,2,0
0,-1,0,UK,19.0,38.0,47.0,42.0,35.0,0.88113,0.40148,3,0,4,6,6,0
2,-1,1,UK,45.0,35.0,54.0,41.0,44.0,-0.21712,0.07987,4,6,6,5,6,3
3,-1,2,UK,21.0,53.0,47.0,45.0,39.0,0.19268,-0.21575,5,1,2,2,0,2
1,-1,1,UK,30.0,46.0,49.0,41.0,41.0,0.19268,0.7654,6,5,4,6,3,0
0,-1,1,UK,32.0,41.0,43.0,38.0,39.0,-2.55524,-0.52593,5,3,3,5,6,0
2,-1,1,UK,31.0,45.0,46.0,39.0,43.0,0.88113,1.2247,2,1,1,6,6,1
0,-1,2,UK,33.0,40.0,55.0,48.0,48.0,0.52975,-0.21575,2,0,1,6,6,0
0,1,1,UK,48.0,47.0,49.0,47.0,48.0,-0.71126,0.07987,5,0,2,2,0,0
0,1,2,UK,44.0,35.0,42.0,39.0,34.0,-0.71126,0.7654,3,3,0,0,0,0
2,-1,1,UK,35.0,38.0,41.0,38.0,36.0,0.19268,1.2247,3,3,3,6,6,3
0,-1,1,UK,38.0,40.0,34.0,42.0,44.0,0.88113,0.7654,3,0,6,6,6,0
1,-1,2,UK,41.0,38.0,49.0,39.0,37.0,-0.21712,-0.21575,6,2,2,3,3,0
0,-1,1,UK,56.0,24.0,44.0,43.0,26.0,-1.37983,-1.54858,0,0,2,0,0,0
0,1,1,UK,42.0,38.0,42.0,35.0,51.0,-0.71126,1.2247,5,3,4,3,3,0
3,-1,2,UK,38.0,34.0,45.0,43.0,26.0,-0.71126,-2.07848,6,3,6,1,0,2
2,-1,1,UK,24.0,40.0,37.0,39.0,43.0,0.88113,0.7654,6,3,2,3,6,0
1,-1,2,UK,49.0,27.0,49.0,45.0,46.0,-1.37983,-0.84637,6,0,0,1,0,0
2,1,2,UK,41.0,39.0,43.0,42.0,37.0,-1.37983,-0.52593,3,2,3,3,1,3
2,1,1,UK,45.0,35.0,54.0,35.0,30.0,1.29221,1.92173,4,6,6,4,4,1
1,-1,2,Australia,32.0,41.0,51.0,40.0,36.0,0.88113,0.40148,6,5,5,6,5,4
0,1,1,Canada,51.0,46.0,55.0,41.0,35.0,0.88113,1.2247,5,0,0,2,0,0
3,1,0,Australia,27.0,44.0,39.0,49.0,44.0,-1.37983,-2.07848,4,2,1,5,3,1
2,-1,1,USA,46.0,47.0,44.0,35.0,46.0,0.88113,1.2247,2,3,2,6,3,0
4,1,2,UK,44.0,35.0,43.0,43.0,41.0,1.86203,0.40148,6,1,1,1,1,1
4,-1,1,UK,40.0,35.0,36.0,33.0,41.0,0.52975,-0.52593,6,2,1,0,6,0
1,1,2,UK,34.0,39.0,39.0,44.0,45.0,-0.71126,-0.52593,4,0,0,0,2,0
3,1,2,UK,38.0,35.0,44.0,41.0,38.0,-0.71126,-0.84637,6,0,0,1,1,0
2,-1,2,UK,25.0,38.0,47.0,46.0,46.0,-1.37983,-0.84637,6,0,1,2,2,0
2,-1,1,UK,27.0,36.0,43.0,39.0,40.0,0.19268,-0.21575,5,2,2,6,2,1
2,1,2,UK,34.0,37.0,46.0,51.0,53.0,-0.71126,-1.18084,6,0,0,0,1,0
4,-1,2,UK,28.0,42.0,49.0,33.0,51.0,-0.21712,0.07987,5,1,1,6,1,1
3,1,2,Canada,21.0,38.0,53.0,53.0,42.0,-0.71126,0.07987,4,0,0,6,6,1
2,-1,2,USA,35.0,33.0,52.0,43.0,37.0,-0.21712,-0.52593,6,3,5,5,5,3
4,-1,1,UK,34.0,32.0,41.0,45.0,34.0,-0.21712,0.40148,6,2,2,6,6,2
3,-1,0,UK,26.0,47.0,49.0,48.0,49.0,-0.71126,0.40148,1,2,2,6,6,2
2,1,2,UK,32.0,44.0,50.0,41.0,42.0,0.88113,0.7654,3,2,3,3,2,3
4,-1,2,UK,23.0,45.0,45.0,37.0,41.0,-0.71126,0.07987,6,0,0,1,1,0
2,-1,1,USA,28.0,38.0,42.0,39.0,44.0,-0.71126,-0.52593,6,1,3,6,1,1
0,-1,1,UK,23.0,42.0,53.0,55.0,43.0,-0.71126,-0.21575,3,2,2,6,6,0
0,1,2,UK,34.0,33.0,36.0,40.0,44.0,0.52975,-0.84637,4,0,0,2,2,0
1,-1,2,UK,35.0,52.0,48.0,42.0,38.0,0.52975,0.40148,5,3,5,5,5,0
0,-1,1,UK,40.0,36.0,43.0,48.0,49.0,-1.37983,-0.52593,5,3,4,3,2,0
0,-1,1,UK,27.0,38.0,41.0,47.0,45.0,-0.71126,-1.54858,3,0,0,4,6,0
0,-1,2,UK,45.0,41.0,50.0,39.0,32.0,0.19268,1.2247,5,3,3,6,5,3
0,-1,1,USA,30.0,39.0,40.0,50.0,45.0,-1.37983,-0.84637,3,6,3,6,3,3
1,1,2,UK,41.0,42.0,51.0,44.0,49.0,-0.21712,-0.52593,4,2,3,3,0,3
0,-1,2,USA,41.0,45.0,52.0,54.0,42.0,0.88113,0.7654,6,2,5,6,5,4
0,-1,1,UK,43.0,47.0,49.0,36.0,40.0,0.88113,1.92173,5,0,0,5,5,0
0,1,1,USA,42.0,43.0,53.0,54.0,44.0,-0.21712,0.40148,5,6,3,6,6,3
0,-1,1,UK,35.0,29.0,37.0,39.0,28.0,1.29221,-0.84637,3,3,0,6,6,0
2,-1,2,USA,28.0,34.0,44.0,44.0,44.0,-0.71126,-0.84637,5,4,2,6,6,3
4,-1,2,UK,32.0,33.0,41.0,40.0,39.0,0.52975,0.40148,5,2,2,2,1,1
2,-1,1,UK,48.0,45.0,52.0,42.0,49.0,0.88113,0.7654,6,5,4,6,6,3
2,1,1,UK,51.0,35.0,48.0,48.0,43.0,-0.71126,-0.84637,4,1,2,6,1,1
4,-1,1,UK,35.0,38.0,46.0,39.0,39.0,-1.37983,-1.18084,1,1,1,6,1,1
1,1,2,UK,27.0,49.0,48.0,49.0,46.0,0.19268,-0.52593,5,0,0,2,0,0
2,1,1,UK,47.0,36.0,51.0,48.0,39.0,0.19268,-0.21575,4,1,4,6,6,1
1,1,2,UK,39.0,44.0,51.0,53.0,44.0,-0.21712,1.92173,5,4,5,5,3,4
0,-1,1,UK,56.0,33.0,51.0,35.0,38.0,-0.71126,-0.52593,6,3,0,4,4,0
1,1,2,UK,39.0,44.0,42.0,44.0,41.0,0.19268,-0.21575,5,0,0,0,3,0
0,-1,1,Canada,23.0,41.0,51.0,41.0,30.0,0.19268,0.07987,4,0,3,3,0,4
1,1,0,Australia,30.0,42.0,47.0,39.0,43.0,1.29221,0.7654,6,2,2,6,6,6
2,1,2,UK,43.0,40.0,39.0,43.0,42.0,-0.21712,-1.18084,5,1,1,1,2,1
0,-1,1,UK,28.0,48.0,44.0,42.0,38.0,0.19268,0.40148,4,2,5,5,0,3
0,1,2,UK,48.0,44.0,51.0,42.0,42.0,-0.71126,-0.21575,6,2,3,5,5,0
2,-1,0,UK,42.0,41.0,48.0,41.0,40.0,-0.21712,-0.52593,5,3,2,6,6,1
0,-1,1,UK,43.0,47.0,55.0,33.0,28.0,0.88113,0.7654,6,3,3,6,6,3
1,1,2,UK,38.0,53.0,59.0,53.0,37.0,1.29221,1.2247,4,3,5,5,6,4
1,-1,2,UK,31.0,27.0,26.0,33.0,33.0,-1.37983,0.07987,6,5,4,3,5,1
1,-1,2,UK,26.0,51.0,46.0,44.0,55.0,0.52975,1.2247,5,2,2,2,2,2
2,-1,1,UK,24.0,41.0,50.0,51.0,37.0,0.88113,0.07987,5,4,4,6,6,5
3,1,2,UK,44.0,38.0,48.0,48.0,52.0,0.52975,0.40148,6,1,1,1,1,1
2,1,2,UK,42.0,41.0,41.0,37.0,35.0,-1.37983,-1.18084,5,2,2,1,3,1
1,-1,0,UK,32.0,40.0,42.0,37.0,47.0,0.52975,0.40148,1,0,6,6,0,0
3,-1,1,UK,27.0,41.0,46.0,47.0,30.0,1.29221,-0.21575,5,0,0,0,1,0
1,1,0,UK,43.0,42.0,38.0,46.0,39.0,-0.71126,-0.21575,6,0,0,0,0,0
1,1,2,UK,35.0,43.0,49.0,45.0,45.0,-0.71126,-0.21575,4,2,3,6,5,0
2,1,0,UK,40.0,36.0,36.0,43.0,28.0,0.19268,-0.21575,2,3,6,6,0,2
2,1,2,UK,21.0,46.0,39.0,53.0,54.0,-0.21712,-0.52593,5,0,0,0,0,0
2,-1,2,UK,34.0,40.0,46.0,50.0,41.0,-0.21712,0.40148,5,1,2,2,2,0
1,1,1,UK,17.0,49.0,33.0,50.0,50.0,-0.21712,-0.84637,6,0,3,3,6,0
1,1,2,UK,40.0,47.0,42.0,51.0,45.0,0.19268,0.40148,5,2,2,2,2,2
1,-1,2,UK,27.0,43.0,55.0,50.0,38.0,0.19268,0.07987,4,2,3,5,4,3
0,-1,1,USA,23.0,50.0,56.0,48.0,56.0,-0.71126,-1.18084,5,4,4,2,6,4
0,1,2,UK,42.0,42.0,42.0,44.0,47.0,-0.21712,-0.21575,5,2,2,2,0,0
0,1,1,Ireland,56.0,37.0,45.0,48.0,25.0,1.29221,0.40148,6,0,6,6,6,0
0,-1,1,USA,40.0,44.0,46.0,42.0,40.0,0.52975,1.2247,3,5,4,6,6,3
0,-1,2,UK,14.0,51.0,50.0,50.0,44.0,-0.71126,0.40148,6,3,6,3,6,3
1,-1,2,Canada,36.0,33.0,40.0,40.0,37.0,0.19268,1.2247,6,3,5,3,5,3
0,-1,1,USA,52.0,42.0,38.0,40.0,23.0,2.90161,-0.21575,6,0,0,6,0,0
1,1,2,Australia,24.0,45.0,55.0,50.0,43.0,-0.21712,0.40148,6,4,6,6,3,3
0,1,2,UK,47.0,45.0,50.0,49.0,30.0,0.88113,-0.84637,5,2,3,3,5,3
0,-1,0,UK,40.0,33.0,53.0,47.0,34.0,0.52975,0.7654,5,2,3,5,4,3
0,-1,1,USA,42.0,41.0,2.15324,48.0,42.0,0.19268,1.2247,4,3,3,6,6,5
0,-1,1,USA,46.0,34.0,48.0,56.0,37.0,0.52975,0.07987,6,6,6,1,6,4
0,1,1,USA,32.0,44.0,47.0,41.0,47.0,1.29221,-0.52593,4,6,6,6,6,3
1,-1,2,Australia,46.0,41.0,50.0,46.0,47.0,-1.37983,0.7654,6,3,2,2,2,1
0,-1,1,USA,42.0,28.0,37.0,43.0,35.0,1.86203,1.2247,3,5,5,3,5,3
0,1,2,UK,41.0,30.0,33.0,49.0,44.0,0.52975,-0.84637,0,0,0,0,4,0
3,-1,2,UK,48.0,30.0,43.0,39.0,28.0,0.19268,0.40148,6,6,6,6,1,5
3,1,1,Canada,46.0,31.0,44.0,41.0,38.0,-0.21712,-0.21575,1,6,6,6,6,1
1,-1,1,USA,37.0,37.0,40.0,41.0,42.0,-0.71126,-1.54858,3,6,6,5,6,2
0,-1,1,USA,41.0,44.0,51.0,39.0,38.0,0.19268,0.07987,6,6,4,6,2,2
0,-1,1,Canada,54.0,40.0,2.15324,40.0,37.0,0.88113,0.7654,4,5,6,6,4,5
3,-1,0,UK,18.0,47.0,44.0,47.0,39.0,0.19268,-0.52593,5,2,6,6,1,5
0,1,1,USA,46.0,24.0,45.0,46.0,42.0,-1.37983,-0.84637,4,2,3,3,3,2
2,-1,1,USA,46.0,33.0,40.0,34.0,36.0,0.19268,0.7654,6,5,1,5,6,0
0,-1,1,USA,47.0,31.0,48.0,43.0,33.0,1.86203,1.92173,3,2,4,4,4,3
0,1,1,USA,44.0,37.0,52.0,46.0,38.0,0.52975,1.2247,6,3,3,6,3,3
0,1,1,USA,33.0,43.0,52.0,43.0,49.0,-0.21712,1.2247,6,4,5,3,2,3
0,-1,2,USA,49.0,34.0,52.0,43.0,44.0,-0.21712,0.7654,4,3,3,5,3,3
0,-1,1,UK,21.0,48.0,42.0,39.0,33.0,1.86203,0.7654,5,2,5,0,0,0
0,-1,1,UK,19.0,41.0,51.0,44.0,47.0,0.19268,1.2247,3,0,3,5,0,0
0,-1,2,Australia,34.0,37.0,52.0,39.0,36.0,1.29221,0.7654,5,5,5,5,5,3
0,-1,1,USA,42.0,39.0,50.0,32.0,41.0,1.29221,1.92173,5,5,5,3,4,0
1,-1,1,UK,36.0,53.0,44.0,39.0,42.0,1.29221,0.07987,5,3,5,0,0,2
1,-1,2,UK,35.0,36.0,54.0,51.0,38.0,0.19268,0.7654,6,2,2,6,6,3
0,-1,1,USA,47.0,36.0,44.0,39.0,49.0,-0.71126,-0.21575,3,0,5,6,2,5
0,-1,1,USA,40.0,33.0,44.0,46.0,41.0,-0.21712,0.7654,3,5,6,6,6,5
0,1,2,UK,30.0,45.0,49.0,47.0,50.0,-0.71126,0.7654,5,2,3,5,5,0
1,1,1,USA,37.0,47.0,51.0,41.0,47.0,-0.21712,1.2247,6,3,5,4,6,0
2,1,1,UK,48.0,44.0,55.0,46.0,37.0,1.86203,-0.52593,5,1,5,6,5,1
0,-1,1,Canada,25.0,41.0,46.0,46.0,54.0,-0.21712,-0.21575,4,3,6,4,3,3
1,-1,1,USA,41.0,37.0,45.0,47.0,34.0,0.52975,0.40148,3,2,5,6,2,2
0,-1,0,Ireland,31.0,42.0,47.0,38.0,37.0,0.88113,1.2247,5,3,5,5,5,0
3,1,2,USA,37.0,33.0,39.0,48.0,40.0,-1.37983,1.2247,6,3,6,4,6,2
1,-1,1,USA,41.0,32.0,43.0,49.0,42.0,-0.21712,0.07987,5,3,2,2,6,2
0,1,2,Canada,54.0,29.0,55.0,31.0,45.0,0.52975,0.07987,6,6,6,2,6,5
1,-1,1,USA,33.0,41.0,44.0,40.0,35.0,1.29221,0.7654,2,6,6,3,6,3
0,-1,0,Australia,32.0,45.0,51.0,47.0,35.0,1.86203,1.2247,5,0,2,6,3,4
0,1,1,USA,46.0,45.0,53.0,36.0,38.0,0.88113,1.2247,6,5,4,3,6,0
0,-1,2,USA,40.0,26.0,39.0,48.0,30.0,-1.37983,-0.84637,3,3,3,3,6,0
0,-1,1,UK,21.0,34.0,37.0,54.0,41.0,-0.21712,-0.84637,5,3,3,4,6,0
0,-1,0,USA,21.0,45.0,53.0,37.0,39.0,-0.71126,0.07987,3,3,5,4,0,4
3,1,2,USA,48.0,51.0,52.0,30.0,29.0,0.88113,1.2247,6,2,4,3,4,1
0,-1,1,USA,47.0,35.0,46.0,34.0,35.0,1.29221,1.2247,4,5,6,5,6,3
1,-1,2,USA,41.0,36.0,51.0,32.0,45.0,-0.21712,0.40148,3,5,3,2,6,2
0,-1,1,UK,29.0,40.0,43.0,37.0,44.0,0.52975,1.92173,5,4,4,6,6,3
0,-1,1,Canada,57.0,42.0,48.0,37.0,34.0,1.86203,1.2247,5,6,5,5,6,2
0,1,1,USA,37.0,33.0,46.0,46.0,47.0,-0.21712,-0.52593,3,3,4,5,0,4
3,-1,2,Australia,42.0,41.0,52.0,57.0,44.0,-0.71126,0.40148,4,4,3,5,3,2
1,1,2,UK,51.0,34.0,46.0,41.0,33.0,0.19268,0.40148,5,5,6,6,5,2
0,-1,1,Australia,29.0,51.0,51.0,44.0,45.0,0.88113,1.92173,3,0,3,4,4,5
0,1,2,USA,32.0,42.0,45.0,42.0,43.0,0.88113,1.2247,5,3,4,2,3,3
0,-1,1,UK,35.0,47.0,51.0,40.0,45.0,-0.21712,1.2247,6,0,6,0,0,0
0,-1,1,USA,35.0,41.0,51.0,45.0,39.0,0.88113,1.2247,4,0,5,6,6,5
0,-1,2,Australia,42.0,24.0,26.0,49.0,31.0,-0.71126,-1.18084,5,5,6,5,6,0
0,-1,2,USA,41.0,44.0,47.0,36.0,50.0,-0.21712,0.40148,6,6,6,6,2,5
0,-1,1,USA,37.0,49.0,54.0,35.0,36.0,0.52975,0.7654,3,4,6,6,0,4
1,1,2,Australia,52.0,43.0,53.0,47.0,43.0,-1.37983,0.7654,5,0,5,3,0,4
0,-1,1,USA,37.0,44.0,57.0,51.0,40.0,-1.37983,0.40148,4,0,3,4,4,5
