Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2004,"Rate per 100,000 population",6.94294199791515,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2004,"Rate per 100,000 population",1.83533817159891,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",12.0934012864945,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",5.22441825524104,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",2.66244842229673,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",6.79034088685374,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.79558676317703,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",6.992869934313,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",13.7957037633284,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",4.38732628773587,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",3.04053724572073,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",6.68225209429184,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.91272021519755,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",8.39717338225225,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",14.1803145981911,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",3.66077490900832,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",3.80318138961436,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",5.49323017408124,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",2.43128522783207,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",8.00664409329967,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",14.2450569133222,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",3.71067865851035,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",4.66514384380874,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",6.13119606373369,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",1.72940727934476,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",8.02771957485479,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",14.2615104990585,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",3.36741464730867,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",4.5724915562252,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",5.14153557980848,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",3.24459405628148,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",7.01854441198949,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",2.77485500871661,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",12.6636273666552,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",3.08300466654144,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",3.10278014641798,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",4.94089924366235,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",2.96159758298275,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",5.26880269449791,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",3.02365689473836,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",11.0128529608448,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",2.69890507593012,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",3.63773054117305,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",4.1321534368573,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",2.39850315799248,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",6.34519359573676,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",2.8069534484369,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",10.4837217160207,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",2.45369291036193,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",2.46760040666055,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",4.27205660945498,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",2.21270442869505,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",5.32845443417539,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",2.57011775574289,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",9.21466025924082,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",3.03433492198677,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",3.22452827610707,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",4.74876588396494,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",1.76515505470673,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",4.44879437672391,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",2.3434591148086,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",9.29257570088052,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",3.81301397521008,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",2.39065731122772,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",4.3757947490463,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",1.14664819048639,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",5.2058008127695,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",2.23339512183265,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",10.0553770576092,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",5.21547630661286,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",3.51043761115261,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",4.24343941931882,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",1.97181166626659,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",7.31932061020479,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",2.21940248353618,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",10.4531453749802,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",6.59287386900482,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",4.34984106969573,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",4.25555534997317,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",1.56919708532244,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",8.39745497132548,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",1.95198653975148,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",10.3380316116982,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",7.70794317332514,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",3.58129048328179,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",4.29508921987907,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",1.6555411854115,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",7.98524899070351,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",1.77747672766534,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",9.42345366390629,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",8.83520007313103,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",4.35789823882452,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",4.92819183170593,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",1.75819375171036,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",9.17634833418277,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",2.07436397673715,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",9.90070393471964,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",4.17180000496391,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",4.081782073106,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",1.77695388845509,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",9.27600012421774,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",1.56602730485474,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",9.26397458028719,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",4.32601252433382,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",4.51884376143432,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",2.14309441402441,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",8.12071050882179,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",1.74761176121883,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",9.3722942611052,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",6.09510678522,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",4.74461212795854,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",2.00540416313883,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",7.95363886288307,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",16.8106668931645,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2003,"Rate per 100,000 population",82.6326833641951,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,"Rate per 100,000 population",92.1850454941863,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,"Rate per 100,000 population",85.6929693053767,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2004,"Rate per 100,000 population",80.5285377040063,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,"Rate per 100,000 population",89.4453272163381,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,"Rate per 100,000 population",73.6271339908824,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,"Rate per 100,000 population",144.051295163543,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,"Rate per 100,000 population",43.4528713059634,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",81.7856614724225,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",88.0311676212694,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",81.6098320747477,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",128.331572149818,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",43.7006994659707,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",59.6450670867873,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",77.5916119416079,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",81.0700790760421,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",85.8234664075135,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",131.034482758621,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",33.4135691914141,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",67.5362406213621,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",74.5896719808714,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",76.3430612742012,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",82.1941291367403,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",126.731141199226,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",31.3314681247038,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",66.0429696216553,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",75.3254044981296,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",74.6201979077243,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",88.7501461370361,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",121.682138807204,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",31.5785277241393,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",64.1278651418225,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",73.8854001455085,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",79.1125189559646,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",83.6989003157807,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",124.75391349223,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",32.8904055020315,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",65.6768427426566,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",85.6617269630322,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",79.1911001287047,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",81.4527319093299,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",104.940457094922,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",116.30116681236,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",52.2920886666954,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",67.0219312186568,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",83.2668591012565,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",77.6085653891495,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",79.3648999241191,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",102.848563482256,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",128.191097945244,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",44.31729688254,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",76.3933919601832,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",85.5636844282146,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",77.3725758321216,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",81.5269521902533,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",103.310203692188,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",134.729750075279,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",46.3572531793934,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",76.8431152230656,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",86.6441213110292,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",75.379970693901,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",99.3551529056329,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",117.667955567093,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",152.298365148188,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",41.0344070125034,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",84.0103140129833,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",88.3739736368093,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",73.5921154670036,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",137.238890847362,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",140.2881176725,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",159.95960804847,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",40.3274005106911,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",82.8054614388612,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",92.1401431089905,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",76.8328198551634,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",184.0463676056,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",157.159591514678,CTS
